date,date,text
2020/4/18 20:00,1587207646137,お疲れ様です！
2020/4/18 20:00,1587207646208,おつかれさまです
2020/4/18 20:02,1587207736736,そのtweetにリプライで回答する感じですね！
2020/4/18 20:05,1587207940904,普段githubにcsv載せることないから知らなかったんですけど、ちゃんと表になるんですね
2020/4/18 20:06,1587207964556,俺も始めて知った
2020/4/18 20:07,1587208027372,🐼
2020/4/18 20:07,1587208036692,Anacondaは全部入ってるので楽
2020/4/18 20:07,1587208057604,🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼
2020/4/18 20:07,1587208059926,PandasはExcelも読み込める!
2020/4/18 20:07,1587208073047,いつもどっちがどっちかわからなくなる
2020/4/18 20:09,1587208141004,見れました！
2020/4/18 20:09,1587208143321,やり方がわかりません、、、
2020/4/18 20:09,1587208171059,あ、できそうです！
2020/4/18 20:09,1587208176219,すみません、、、
2020/4/18 20:09,1587208193933,どんどんどうぞ！
2020/4/18 20:10,1587208206574,🐏
2020/4/18 20:11,1587208264116,👍
2020/4/18 20:11,1587208266501,👍
2020/4/18 20:11,1587208266659,👍
2020/4/18 20:11,1587208276907,%lsでもいけますね
2020/4/18 20:13,1587208410359,おもしろいー
2020/4/18 20:14,1587208440154,ついてけてない人いますか？
2020/4/18 20:15,1587208533601,"df_time_confirmed[""4/1/20""].head()　がエラーになりました、、"
2020/4/18 20:15,1587208538308,train_test_splitのstratifyで草
2020/4/18 20:15,1587208544115,グループから外してもらって大丈夫です！　OMC＿NIN
2020/4/18 20:16,1587208565175,df_time_confirmedが読み込めてないと思います
2020/4/18 20:16,1587208572126,上から順に実行してくださいね！
2020/4/18 20:17,1587208656367,参加できました
2020/4/18 20:17,1587208659479,山田さんの声はきこえないんですね？
2020/4/18 20:17,1587208669713,ブレイクアウトルームに入ると声が聞こえません
2020/4/18 20:18,1587208738173,ブレイクアウトルームに入ると何も聞こえておりません
2020/4/18 20:20,1587208810684,ブレイクアウトルームだと山田くん声が聞こえないのですが
2020/4/18 20:20,1587208815642,山田君の指示はなしなのね？
2020/4/18 20:20,1587208818754,答え合わせ終わりました〜
2020/4/18 20:20,1587208841858,山田くんの声は無しで進める感じですかね
2020/4/18 20:21,1587208865809,ブレイクアウトルームで答え合わせすれば良いですか？
2020/4/18 20:22,1587208946837,一度戻ってきてください！
2020/4/18 20:23,1587208995092,かんたんかんたん
2020/4/18 20:23,1587209001046,行けました！
2020/4/18 20:23,1587209001841,大丈夫です！
2020/4/18 20:23,1587209005868,出来ました
2020/4/18 20:24,1587209060994,"この[""4/8/20""]って文字として処理してるんですか?"
2020/4/18 20:24,1587209099220,ありがとうございます!
2020/4/18 20:27,1587209246224,264は国の数ですね
2020/4/18 20:27,1587209270829,ふと気になったのですが、df_time_~~の'df'って何の略でしょう
2020/4/18 20:28,1587209286832,どうしてmeanですか？？
2020/4/18 20:28,1587209288338,data frame
2020/4/18 20:28,1587209290956,ありがとうございます！
2020/4/18 20:28,1587209295440,mean(平均)
2020/4/18 20:28,1587209306021,国ごとにまとめるの、meanじゃなくてsumが適切では
2020/4/18 20:28,1587209315399,sumでは？
2020/4/18 20:28,1587209315842,そういう事か
2020/4/18 20:29,1587209389784,平均にしてしまうとカナダ（など）の感染者数が各地域の平均になってしまうということですね
2020/4/18 20:30,1587209402834,減っているとは？
2020/4/18 20:30,1587209430990,今、Country/Regionは、index扱いですか？1列目ですか？
2020/4/18 20:31,1587209475114,ほほう
2020/4/18 20:32,1587209535645,反転させる方法知らなかった...
2020/4/18 20:32,1587209536625,Tはどんな意味でしょうか
2020/4/18 20:32,1587209549294,transposeですかね
2020/4/18 20:32,1587209552912,転置行列ですねー
2020/4/18 20:32,1587209553102,転置？
2020/4/18 20:32,1587209554549,転置
2020/4/18 20:32,1587209557474,transposeですね
2020/4/18 20:32,1587209564094,Rでもt()使います！
2020/4/18 20:33,1587209601594,\の意味は？
2020/4/18 20:33,1587209612764,改行です
2020/4/18 20:34,1587209658094,\をはさむと改行しても途切れることなく処理されるようですね
2020/4/18 20:35,1587209705514,pythonとか特に改行で判別されるので
2020/4/18 20:35,1587209711155,👍
2020/4/18 20:35,1587209711353,Pythonは基本的に一行ずつ実行していくので、\入れないとPythonはdf_time_deaths_sum =だけで実行してしまいます
2020/4/18 20:37,1587209855605,桐山さんzoom落ちて管理者の許可ないと入れないそうです
